Date/Time,THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Rate [W](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Latent Cooling Rate [W](Hourly),THERMAL ZONE 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [W](Hourly),Electricity:Facility [J](TimeStep),DistrictCooling:Facility [J](TimeStep) 
 02/22  17:00:00,3040184.393273886,0.0,3040184.393273886,0.0,0.0,0.0,844.4956647983016,0.0,844.4956647983016,0.0,0.0,0.0,2161201.1196594806,0.0,2161201.1196594806,0.0,0.0,0.0,600.3336443498557,0.0,600.3336443498557,0.0,0.0,0.0,8893142.786285559,0.0 
 02/22  18:00:00,3097963.0473476993,0.0,3097963.0473476993,0.0,0.0,0.0,860.5452909299165,0.0,860.5452909299165,0.0,0.0,0.0,2520364.917901313,0.0,2520364.917901313,0.0,0.0,0.0,700.101366083698,0.0,700.101366083698,0.0,0.0,0.0,7329577.159154307,0.0 
 02/22  19:00:00,4663579.898465046,0.0,4663579.898465046,0.0,0.0,0.0,1295.438860684735,0.0,1295.438860684735,0.0,0.0,0.0,2801951.3070903146,0.0,2801951.3070903146,0.0,0.0,0.0,778.3198075250874,0.0,778.3198075250874,0.0,0.0,0.0,5353323.206646405,0.0 
 02/22  20:00:00,5547348.82550736,0.0,5547348.82550736,0.0,0.0,0.0,1540.9302293075998,0.0,1540.9302293075998,0.0,0.0,0.0,2886547.960482346,0.0,2886547.960482346,0.0,0.0,0.0,801.8188779117627,0.0,801.8188779117627,0.0,0.0,0.0,5353323.206646405,0.0 
 02/22  21:00:00,5763028.602001847,0.0,5763028.602001847,0.0,0.0,0.0,1600.8412783338463,0.0,1600.8412783338463,0.0,0.0,0.0,2905182.187256972,0.0,2905182.187256972,0.0,0.0,0.0,806.9950520158255,0.0,806.9950520158255,0.0,0.0,0.0,3789757.579515154,0.0 
 02/22  22:00:00,5851513.886393376,0.0,5851513.886393376,0.0,0.0,0.0,1625.42052399816,0.0,1625.42052399816,0.0,0.0,0.0,2920473.094151955,0.0,2920473.094151955,0.0,0.0,0.0,811.2425261533208,0.0,811.2425261533208,0.0,0.0,0.0,3789757.579515154,0.0 
 02/22  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 02/22  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 02/23  01:00:00,1111129.6213503485,0.0,1111129.6213503485,0.0,0.0,0.0,308.64711704176347,0.0,308.64711704176347,0.0,0.0,0.0,102800.91087331966,0.0,102800.91087331966,0.0,0.0,0.0,28.55580857592213,0.0,28.55580857592213,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  02:00:00,2362641.4813217157,0.0,2362641.4813217157,0.0,0.0,0.0,656.2893003671433,0.0,656.2893003671433,0.0,0.0,0.0,880282.3211386896,0.0,880282.3211386896,0.0,0.0,0.0,244.52286698296936,0.0,244.52286698296936,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  03:00:00,2989453.654494066,0.0,2989453.654494066,0.0,0.0,0.0,830.4037929150182,0.0,830.4037929150182,0.0,0.0,0.0,1312324.2559013441,0.0,1312324.2559013441,0.0,0.0,0.0,364.53451552815113,0.0,364.53451552815113,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  04:00:00,4073366.859808118,0.0,4073366.859808118,0.0,0.0,0.0,1131.490794391144,0.0,1131.490794391144,0.0,0.0,0.0,1807378.534097389,0.0,1807378.534097389,0.0,0.0,0.0,502.0495928048303,0.0,502.0495928048303,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  05:00:00,4949617.603869878,0.0,4949617.603869878,0.0,0.0,0.0,1374.8937788527437,0.0,1374.8937788527437,0.0,0.0,0.0,2316053.298724732,0.0,2316053.298724732,0.0,0.0,0.0,643.3481385346478,0.0,643.3481385346478,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  06:00:00,5723646.186618131,0.0,5723646.186618131,0.0,0.0,0.0,1589.9017185050363,0.0,1589.9017185050363,0.0,0.0,0.0,2702266.736294874,0.0,2702266.736294874,0.0,0.0,0.0,750.6296489707984,0.0,750.6296489707984,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  07:00:00,17131340.96013592,0.0,17131340.96013592,0.0,0.0,0.0,4758.705822259979,0.0,4758.705822259979,0.0,0.0,0.0,8738803.924833717,0.0,8738803.924833717,0.0,0.0,0.0,2427.4455346760324,0.0,2427.4455346760324,0.0,0.0,0.0,2226191.952383903,0.0 
 02/23  08:00:00,10640474.240653345,0.0,10640474.240653345,0.0,0.0,0.0,2955.687289070374,0.0,2955.687289070374,0.0,0.0,0.0,6239777.786234302,0.0,6239777.786234302,0.0,0.0,0.0,1733.2716072873063,0.0,1733.2716072873063,0.0,0.0,0.0,2226191.952383903,0.0 
 02/23  09:00:00,9665199.83364582,0.0,9665199.83364582,0.0,0.0,0.0,2684.7777315682833,0.0,2684.7777315682833,0.0,0.0,0.0,6039393.3892461425,0.0,6039393.3892461425,0.0,0.0,0.0,1677.609274790595,0.0,1677.609274790595,0.0,0.0,0.0,4940634.881269755,0.0 
 02/23  10:00:00,5737606.091933016,0.0,5737606.091933016,0.0,0.0,0.0,1593.7794699813933,0.0,1593.7794699813933,0.0,0.0,0.0,4485788.538676439,0.0,4485788.538676439,0.0,0.0,0.0,1246.0523718545664,0.0,1246.0523718545664,0.0,0.0,0.0,4940634.881269755,0.0 
 02/23  11:00:00,4068144.620748023,0.0,4068144.620748023,0.0,0.0,0.0,1130.0401724300064,0.0,1130.0401724300064,0.0,0.0,0.0,3925434.3135383516,0.0,3925434.3135383516,0.0,0.0,0.0,1090.39842042732,0.0,1090.39842042732,0.0,0.0,0.0,4940634.881269755,0.0 
 02/23  12:00:00,3274423.818088094,0.0,3274423.818088094,0.0,0.0,0.0,909.5621716911372,0.0,909.5621716911372,0.0,0.0,0.0,3552757.052051841,0.0,3552757.052051841,0.0,0.0,0.0,986.8769589032892,0.0,986.8769589032892,0.0,0.0,0.0,4940634.881269755,0.0 
 02/23  13:00:00,2925939.520685175,0.0,2925939.520685175,0.0,0.0,0.0,812.7609779681042,0.0,812.7609779681042,0.0,0.0,0.0,3254863.7974499855,0.0,3254863.7974499855,0.0,0.0,0.0,904.128832624996,0.0,904.128832624996,0.0,0.0,0.0,4940634.881269755,0.0 
 02/23  14:00:00,2265991.310718625,0.0,2265991.310718625,0.0,0.0,0.0,629.4420307551736,0.0,629.4420307551736,0.0,0.0,0.0,2994074.738496611,0.0,2994074.738496611,0.0,0.0,0.0,831.6874273601697,0.0,831.6874273601697,0.0,0.0,0.0,4940634.881269755,0.0 
 02/23  15:00:00,2735345.7730498854,0.0,2735345.7730498854,0.0,0.0,0.0,759.8182702916348,0.0,759.8182702916348,0.0,0.0,0.0,3303867.4079949055,0.0,3303867.4079949055,0.0,0.0,0.0,917.7409466652515,0.0,917.7409466652515,0.0,0.0,0.0,2307567.1151342276,0.0 
 02/23  16:00:00,2396051.275830728,0.0,2396051.275830728,0.0,0.0,0.0,665.5697988418689,0.0,665.5697988418689,0.0,0.0,0.0,3141216.1142564244,0.0,3141216.1142564244,0.0,0.0,0.0,872.5600317378957,0.0,872.5600317378957,0.0,0.0,0.0,2307567.1151342276,0.0 
 02/23  17:00:00,2567292.973150898,0.0,2567292.973150898,0.0,0.0,0.0,713.1369369863605,0.0,713.1369369863605,0.0,0.0,0.0,3022591.4362901864,0.0,3022591.4362901864,0.0,0.0,0.0,839.6087323028296,0.0,839.6087323028296,0.0,0.0,0.0,2307567.1151342276,0.0 
 02/23  18:00:00,4149803.06910882,0.0,4149803.06910882,0.0,0.0,0.0,1152.72307475245,0.0,1152.72307475245,0.0,0.0,0.0,3095598.2226570495,0.0,3095598.2226570495,0.0,0.0,0.0,859.8883951825137,0.0,859.8883951825137,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  22:00:00,748322.2986313135,0.0,748322.2986313135,0.0,0.0,0.0,207.86730517536483,0.0,207.86730517536483,0.0,0.0,0.0,179469.64406526822,0.0,179469.64406526822,0.0,0.0,0.0,49.85267890701894,0.0,49.85267890701894,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  23:00:00,1987175.9293980137,0.0,1987175.9293980137,0.0,0.0,0.0,551.9933137216705,0.0,551.9933137216705,0.0,0.0,0.0,862373.2567141379,0.0,862373.2567141379,0.0,0.0,0.0,239.54812686503828,0.0,239.54812686503828,0.0,0.0,0.0,1525784.301568602,0.0 
 02/23  24:00:00,2616311.7203306984,0.0,2616311.7203306984,0.0,0.0,0.0,726.7532556474163,0.0,726.7532556474163,0.0,0.0,0.0,1209394.5091863929,0.0,1209394.5091863929,0.0,0.0,0.0,335.94291921844246,0.0,335.94291921844246,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  01:00:00,3194936.2327023996,0.0,3194936.2327023996,0.0,0.0,0.0,887.4822868617777,0.0,887.4822868617777,0.0,0.0,0.0,1525991.0565415393,0.0,1525991.0565415393,0.0,0.0,0.0,423.88640459487203,0.0,423.88640459487203,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  02:00:00,3710666.94215991,0.0,3710666.94215991,0.0,0.0,0.0,1030.7408172666417,0.0,1030.7408172666417,0.0,0.0,0.0,1812720.8722134393,0.0,1812720.8722134393,0.0,0.0,0.0,503.53357561484427,0.0,503.53357561484427,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  03:00:00,4189884.4393457314,0.0,4189884.4393457314,0.0,0.0,0.0,1163.8567887071476,0.0,1163.8567887071476,0.0,0.0,0.0,2084715.178815333,0.0,2084715.178815333,0.0,0.0,0.0,579.0875496709258,0.0,579.0875496709258,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  04:00:00,4757502.155672642,0.0,4757502.155672642,0.0,0.0,0.0,1321.528376575734,0.0,1321.528376575734,0.0,0.0,0.0,2370632.16978484,0.0,2370632.16978484,0.0,0.0,0.0,658.5089360513446,0.0,658.5089360513446,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  05:00:00,5287899.868199516,0.0,5287899.868199516,0.0,0.0,0.0,1468.8610744998657,0.0,1468.8610744998657,0.0,0.0,0.0,2639146.1682775468,0.0,2639146.1682775468,0.0,0.0,0.0,733.0961578548741,0.0,733.0961578548741,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  06:00:00,5803712.855681562,0.0,5803712.855681562,0.0,0.0,0.0,1612.142459911545,0.0,1612.142459911545,0.0,0.0,0.0,2867215.2951261583,0.0,2867215.2951261583,0.0,0.0,0.0,796.4486930905995,0.0,796.4486930905995,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  07:00:00,6135058.077043855,0.0,6135058.077043855,0.0,0.0,0.0,1704.1827991788484,0.0,1704.1827991788484,0.0,0.0,0.0,3008545.0614957567,0.0,3008545.0614957567,0.0,0.0,0.0,835.7069615265991,0.0,835.7069615265991,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  08:00:00,5618592.353089396,0.0,5618592.353089396,0.0,0.0,0.0,1560.7200980803877,0.0,1560.7200980803877,0.0,0.0,0.0,3042202.1615408896,0.0,3042202.1615408896,0.0,0.0,0.0,845.0561559835804,0.0,845.0561559835804,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  09:00:00,5316854.746848885,0.0,5316854.746848885,0.0,0.0,0.0,1476.9040963469124,0.0,1476.9040963469124,0.0,0.0,0.0,3015625.1683454085,0.0,3015625.1683454085,0.0,0.0,0.0,837.6736578737246,0.0,837.6736578737246,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  10:00:00,4836406.282114349,0.0,4836406.282114349,0.0,0.0,0.0,1343.446189476208,0.0,1343.446189476208,0.0,0.0,0.0,2947281.1987719666,0.0,2947281.1987719666,0.0,0.0,0.0,818.6892218811018,0.0,818.6892218811018,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  11:00:00,2342240.604281378,0.0,2342240.604281378,0.0,0.0,0.0,650.6223900781605,0.0,650.6223900781605,0.0,0.0,0.0,2790448.9474113947,0.0,2790448.9474113947,0.0,0.0,0.0,775.1247076142763,0.0,775.1247076142763,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  12:00:00,2634600.523760693,0.0,2634600.523760693,0.0,0.0,0.0,731.8334788224148,0.0,731.8334788224148,0.0,0.0,0.0,2586612.830274476,0.0,2586612.830274476,0.0,0.0,0.0,718.5035639651322,0.0,718.5035639651322,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  13:00:00,1238678.0625793478,0.0,1238678.0625793478,0.0,0.0,0.0,344.07723960537436,0.0,344.07723960537436,0.0,0.0,0.0,2317925.736129724,0.0,2317925.736129724,0.0,0.0,0.0,643.8682600360344,0.0,643.8682600360344,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971400.9374705292,0.0,1971400.9374705292,0.0,0.0,0.0,547.6113715195914,0.0,547.6113715195914,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  15:00:00,80409.55215128779,0.0,80409.55215128779,0.0,0.0,0.0,22.335986708691053,0.0,22.335986708691053,0.0,0.0,0.0,1578839.640028668,0.0,1578839.640028668,0.0,0.0,0.0,438.56656667463,0.0,438.56656667463,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  16:00:00,474837.7410125338,0.0,474837.7410125338,0.0,0.0,0.0,131.8993725034816,0.0,131.8993725034816,0.0,0.0,0.0,1262739.35178131,0.0,1262739.35178131,0.0,0.0,0.0,350.7609310503639,0.0,350.7609310503639,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  17:00:00,777675.6380393378,0.0,777675.6380393378,0.0,0.0,0.0,216.02101056648272,0.0,216.02101056648272,0.0,0.0,0.0,1208754.7694399771,0.0,1208754.7694399771,0.0,0.0,0.0,335.76521373332696,0.0,335.76521373332696,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  18:00:00,1360617.8757422147,0.0,1360617.8757422147,0.0,0.0,0.0,377.949409928393,0.0,377.949409928393,0.0,0.0,0.0,1265915.0803958091,0.0,1265915.0803958091,0.0,0.0,0.0,351.64307788772476,0.0,351.64307788772476,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  19:00:00,2113930.1663676505,0.0,2113930.1663676505,0.0,0.0,0.0,587.202823991014,0.0,587.202823991014,0.0,0.0,0.0,1400802.8619175598,0.0,1400802.8619175598,0.0,0.0,0.0,389.11190608821107,0.0,389.11190608821107,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  20:00:00,2769066.609008186,0.0,2769066.609008186,0.0,0.0,0.0,769.1851691689405,0.0,769.1851691689405,0.0,0.0,0.0,1569108.810031492,0.0,1569108.810031492,0.0,0.0,0.0,435.8635583420811,0.0,435.8635583420811,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  21:00:00,3168576.8010824863,0.0,3168576.8010824863,0.0,0.0,0.0,880.1602225229128,0.0,880.1602225229128,0.0,0.0,0.0,1734023.6907361925,0.0,1734023.6907361925,0.0,0.0,0.0,481.67324742672014,0.0,481.67324742672014,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  22:00:00,3495006.985509203,0.0,3495006.985509203,0.0,0.0,0.0,970.8352737525563,0.0,970.8352737525563,0.0,0.0,0.0,1843349.568355434,0.0,1843349.568355434,0.0,0.0,0.0,512.0415467653984,0.0,512.0415467653984,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  23:00:00,3673329.5313229044,0.0,3673329.5313229044,0.0,0.0,0.0,1020.3693142563624,0.0,1020.3693142563624,0.0,0.0,0.0,1924849.4436755239,0.0,1924849.4436755239,0.0,0.0,0.0,534.6804010209788,0.0,534.6804010209788,0.0,0.0,0.0,1525784.301568602,0.0 
 02/24  24:00:00,3867117.503537302,0.0,3867117.503537302,0.0,0.0,0.0,1074.1993065381394,0.0,1074.1993065381394,0.0,0.0,0.0,1979342.1589373946,0.0,1979342.1589373946,0.0,0.0,0.0,549.8172663714985,0.0,549.8172663714985,0.0,0.0,0.0,1525784.301568602,0.0 
 02/25  01:00:00,3659094.035970116,0.0,3659094.035970116,0.0,0.0,0.0,1016.4150099916989,0.0,1016.4150099916989,0.0,0.0,0.0,1874095.7352544684,0.0,1874095.7352544684,0.0,0.0,0.0,520.5821486817968,0.0,520.5821486817968,0.0,0.0,0.0,1938472.626945253,0.0 
 02/25  02:00:00,3793117.323578982,0.0,3793117.323578982,0.0,0.0,0.0,1053.6437009941617,0.0,1053.6437009941617,0.0,0.0,0.0,1952449.485526364,0.0,1952449.485526364,0.0,0.0,0.0,542.3470793128789,0.0,542.3470793128789,0.0,0.0,0.0,1938472.626945253,0.0 
 02/25  03:00:00,4061473.3817228815,0.0,4061473.3817228815,0.0,0.0,0.0,1128.1870504785782,0.0,1128.1870504785782,0.0,0.0,0.0,2067811.3412857684,0.0,2067811.3412857684,0.0,0.0,0.0,574.3920392460468,0.0,574.3920392460468,0.0,0.0,0.0,1938472.626945253,0.0 
 02/25  04:00:00,4389853.521632667,0.0,4389853.521632667,0.0,0.0,0.0,1219.4037560090742,0.0,1219.4037560090742,0.0,0.0,0.0,2232575.5939990464,0.0,2232575.5939990464,0.0,0.0,0.0,620.1598872219573,0.0,620.1598872219573,0.0,0.0,0.0,1938472.626945253,0.0 
 02/25  05:00:00,4756186.8706720965,0.0,4756186.8706720965,0.0,0.0,0.0,1321.163019631138,0.0,1321.163019631138,0.0,0.0,0.0,2411470.677188361,0.0,2411470.677188361,0.0,0.0,0.0,669.8529658856559,0.0,669.8529658856559,0.0,0.0,0.0,1938472.626945253,0.0 
 02/25  06:00:00,4941599.867431681,0.0,4941599.867431681,0.0,0.0,0.0,1372.6666298421335,0.0,1372.6666298421335,0.0,0.0,0.0,2489992.1432252014,0.0,2489992.1432252014,0.0,0.0,0.0,691.6644842292226,0.0,691.6644842292226,0.0,0.0,0.0,2226191.952383903,0.0 
 02/25  07:00:00,16720158.655304676,0.0,16720158.655304676,0.0,0.0,0.0,4644.488515362411,0.0,4644.488515362411,0.0,0.0,0.0,8941576.578787895,0.0,8941576.578787895,0.0,0.0,0.0,2483.7712718855264,0.0,2483.7712718855264,0.0,0.0,0.0,2226191.952383903,0.0 
 02/25  08:00:00,9996289.853905518,0.0,9996289.853905518,0.0,0.0,0.0,2776.7471816404213,0.0,2776.7471816404213,0.0,0.0,0.0,6141468.553306094,0.0,6141468.553306094,0.0,0.0,0.0,1705.9634870294706,0.0,1705.9634870294706,0.0,0.0,0.0,3377069.2541385037,0.0 
 02/25  09:00:00,9946385.231740404,0.0,9946385.231740404,0.0,0.0,0.0,2762.8847865945568,0.0,2762.8847865945568,0.0,0.0,0.0,5786450.146988185,0.0,5786450.146988185,0.0,0.0,0.0,1607.3472630522735,0.0,1607.3472630522735,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  10:00:00,7494918.12887748,0.0,7494918.12887748,0.0,0.0,0.0,2081.9217024659665,0.0,2081.9217024659665,0.0,0.0,0.0,4286834.950774125,0.0,4286834.950774125,0.0,0.0,0.0,1190.7874863261459,0.0,1190.7874863261459,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  11:00:00,5794016.203529697,0.0,5794016.203529697,0.0,0.0,0.0,1609.4489454249158,0.0,1609.4489454249158,0.0,0.0,0.0,3786352.653487408,0.0,3786352.653487408,0.0,0.0,0.0,1051.7646259687244,0.0,1051.7646259687244,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  12:00:00,5424865.505198109,0.0,5424865.505198109,0.0,0.0,0.0,1506.9070847772525,0.0,1506.9070847772525,0.0,0.0,0.0,3459111.4581751,0.0,3459111.4581751,0.0,0.0,0.0,960.8642939375278,0.0,960.8642939375278,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  13:00:00,3292564.5776376645,0.0,3292564.5776376645,0.0,0.0,0.0,914.6012715660179,0.0,914.6012715660179,0.0,0.0,0.0,2670809.537170473,0.0,2670809.537170473,0.0,0.0,0.0,741.8915381029092,0.0,741.8915381029092,0.0,0.0,0.0,8480454.460908908,0.0 
 02/25  14:00:00,3976731.8772424785,0.0,3976731.8772424785,0.0,0.0,0.0,1104.6477436784662,0.0,1104.6477436784662,0.0,0.0,0.0,2880783.722333584,0.0,2880783.722333584,0.0,0.0,0.0,800.2177006482178,0.0,800.2177006482178,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  15:00:00,2762989.7916224753,0.0,2762989.7916224753,0.0,0.0,0.0,767.4971643395764,0.0,767.4971643395764,0.0,0.0,0.0,2544121.8998371596,0.0,2544121.8998371596,0.0,0.0,0.0,706.7005277325443,0.0,706.7005277325443,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  16:00:00,1768976.660937321,0.0,1768976.660937321,0.0,0.0,0.0,491.3824058159225,0.0,491.3824058159225,0.0,0.0,0.0,2188753.4927877523,0.0,2188753.4927877523,0.0,0.0,0.0,607.9870813299312,0.0,607.9870813299312,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  17:00:00,1345320.0885384255,0.0,1345320.0885384255,0.0,0.0,0.0,373.7000245940071,0.0,373.7000245940071,0.0,0.0,0.0,1952674.2963066974,0.0,1952674.2963066974,0.0,0.0,0.0,542.4095267518604,0.0,542.4095267518604,0.0,0.0,0.0,8893142.786285559,0.0 
 02/25  18:00:00,3085310.747398974,0.0,3085310.747398974,0.0,0.0,0.0,857.0307631663817,0.0,857.0307631663817,0.0,0.0,0.0,2280603.3306858833,0.0,2280603.3306858833,0.0,0.0,0.0,633.5009251905232,0.0,633.5009251905232,0.0,0.0,0.0,7329577.159154307,0.0 
 02/25  19:00:00,4568967.21676469,0.0,4568967.21676469,0.0,0.0,0.0,1269.157560212414,0.0,1269.157560212414,0.0,0.0,0.0,2623663.368806049,0.0,2623663.368806049,0.0,0.0,0.0,728.7953802239026,0.0,728.7953802239026,0.0,0.0,0.0,5353323.206646405,0.0 
 02/25  20:00:00,5114815.359259078,0.0,5114815.359259078,0.0,0.0,0.0,1420.7820442386328,0.0,1420.7820442386328,0.0,0.0,0.0,2712104.0997549216,0.0,2712104.0997549216,0.0,0.0,0.0,753.3622499319226,0.0,753.3622499319226,0.0,0.0,0.0,5353323.206646405,0.0 
 02/25  21:00:00,5408637.918893034,0.0,5408637.918893034,0.0,0.0,0.0,1502.3994219147316,0.0,1502.3994219147316,0.0,0.0,0.0,2784619.9215786452,0.0,2784619.9215786452,0.0,0.0,0.0,773.5055337718459,0.0,773.5055337718459,0.0,0.0,0.0,3789757.579515154,0.0 
 02/25  22:00:00,5620511.922433872,0.0,5620511.922433872,0.0,0.0,0.0,1561.2533117871865,0.0,1561.2533117871865,0.0,0.0,0.0,2804093.4340335554,0.0,2804093.4340335554,0.0,0.0,0.0,778.9148427870987,0.0,778.9148427870987,0.0,0.0,0.0,3789757.579515154,0.0 
 02/25  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226191.952383903,0.0 
 02/25  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 02/26  01:00:00,529146.4794137893,0.0,529146.4794137893,0.0,0.0,0.0,146.98513317049702,0.0,146.98513317049702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938472.626945253,0.0 
 02/26  02:00:00,1560407.3527287182,0.0,1560407.3527287182,0.0,0.0,0.0,433.4464868690884,0.0,433.4464868690884,0.0,0.0,0.0,415266.386398971,0.0,415266.386398971,0.0,0.0,0.0,115.35177399971417,0.0,115.35177399971417,0.0,0.0,0.0,1938472.626945253,0.0 
